"";"UN";"year";"month";"elec_id";"country.x";"date.x";"presidential";"legislative_type";"elecrule";"tier1_formula";"tier2_formula";"tier3_formula";"tier4_formula";"mixed_type";"multi";"multi_linked";"seats";"tier1_avemag";"tier1_districts";"upperseats";"uppertier";"tier2_districts";"tier3_districts";"tier4_districts";"enep";"enep_others";"enep1";"enpp";"enpp_others";"enpp1";"enpres";"preselecrule";"region1";"region2";"region3";"aclp_code";"ccode";"ccode2";"day";"regime";"secondround";"thirdround";"X1.x";"varmag";"sdmag";"memag";"country.y";"X1.y";"country";"date.y";"EthAl";"scode";"sname";"cow"
"492";376;1981;"6";"L-ISR-1981-6-30";"Israel";"30-Jun-81";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;3,56;5,2;3,585;3,13;0;3,13;NA;NA;6;6;6;84;666;666;"30";0;NA;NA;457;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"493";376;1969;"10";"L-ISR-1969-10-28";"Israel";"28-Oct-69";0;2;9;13;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;3,63;1,2;3,63;3,57;0;3,57;NA;NA;6;6;6;84;666;666;"28";0;NA;NA;280;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"494";376;2003;"1";"L-ISR-2003-1-28";"Israel";"28-Jan-03";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;7,05;4,2;7,116445592;6,17;0;6,17;NA;NA;6;6;6;84;666;666;"28";0;NA;NA;957;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"495";376;2006;"3";"L-ISR-2006-3-28";"Israel";"28-Mar-06";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;8,98;10,4;9,940896625;7,84;0;7,84;NA;NA;6;6;6;84;666;666;"28";0;NA;NA;1048;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"496";376;2009;"2";"L-ISR-2009-2-10";"Israel";"10-Feb-09";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;7,37;3,1;7,401343845;6,77;0;6,77;NA;NA;6;6;6;84;666;666;"10";0;NA;NA;1161;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"497";376;2013;"1";"L-ISR-2013-1-22";"Israel";"22-Jan-13";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;NA;0;0;0;8,373592;0;8,373592;7,280081;0;7,280081;NA;NA;6;6;6;84;666;666;"22";0;NA;NA;1311;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"498";376;2015;"3";"L-ISR-2015-3-17";"Israel";"17-Mar-15";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;NA;0;0;0;7,640127;0;7,640127;6,936416;0;6,936416;NA;NA;6;6;6;84;666;666;"17";0;NA;NA;1382;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"499";376;1984;"7";"L-ISR-1984-7-23";"Israel";"23-Jul-84";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;4,3;2,9;4,315;3,86;0;3,86;NA;NA;6;6;6;84;666;666;"23";0;NA;NA;507;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"500";376;1988;"11";"L-ISR-1988-11-1";"Israel";"1-Nov-88";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;5,01;2,4;5,025;4,38;0;4,38;NA;NA;6;6;6;84;666;666;"1";0;NA;NA;572;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"501";376;1949;"1";"L-ISR-1949-1-25";"Israel";"25-Jan-49";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;5,36;4,5;5,405;4,73;0;4,73;NA;NA;6;6;6;84;666;666;"25";0;NA;NA;31;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"502";376;1951;"7";"L-ISR-1951-7-30";"Israel";"30-Jul-51";0;2;9;13;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;5,13;0,6;5,13;4,83;0;4,83;NA;NA;6;6;6;84;666;666;"30";0;NA;NA;56;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"503";376;1999;"5";"L-ISR-1999-5-17";"Israel";"17-May-99";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;9,74;6,7;10,115;8,69;0;8,69;NA;NA;6;6;6;84;666;666;"17";0;NA;NA;842;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"504";376;1992;"6";"L-ISR-1992-6-23";"Israel";"23-Jun-92";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;4,87;4,8;4,91;4,39;0;4,39;NA;NA;6;6;6;84;666;666;"23";0;NA;NA;659;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"505";376;1996;"5";"L-ISR-1996-5-29";"Israel";"29-May-96";0;2;9;25;NA;NA;NA;NA;0;0;120;120;1;0;0;0;0;0;5,85;0,3;5,85;5,62;0;5,62;NA;NA;6;6;6;84;666;666;"29";0;NA;NA;758;NA;NA;120;"Israel";94;"Israel";"1995";".3435937226940686";"666";"Israel";"666"
"506";380;1953;"6";"L-ITA-1953-6-7";"Italy";"7-Jun-53";0;3;11;-88;NA;NA;NA;5;0;0;590;19,03;31;-99;-99;-88;0;0;4,17;2,2;4,18;3,54;0;3,54;NA;NA;10;10;3;114;325;325;"7";0;NA;NA;79;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"507";380;1958;"5";"L-ITA-1958-5-25";"Italy";"25-May-58";0;2;9;21;13;NA;NA;NA;1;1;596;18,63;32;-99;-99;1;0;0;3,87;0,3;3,87;3,46;0;3,46;NA;NA;10;10;3;114;325;325;"25";0;NA;NA;141;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"508";380;1987;"6";"L-ITA-1987-6-14";"Italy";"14-Jun-87";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;4,61;0,7;4,61;4,08;0;4,08;NA;NA;10;10;3;114;325;325;"14";0;NA;NA;555;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"509";380;1992;"4";"L-ITA-1992-4-5";"Italy";"5-Apr-92";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;6,56;3,7;6,62;5,73;0;5,73;NA;NA;10;10;3;114;325;325;"5";0;NA;NA;660;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"510";380;1963;"4";"L-ITA-1963-4-28";"Italy";"28-Apr-63";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;4,15;0,9;4,15;3,74;0;3,74;NA;NA;10;10;3;114;325;325;"28";0;NA;NA;205;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"511";380;1948;"4";"L-ITA-1948-4-18";"Italy";"18-Apr-48";0;2;9;24;13;NA;NA;NA;1;1;574;18,52;31;-99;-99;1;0;0;2,94;1,1;2,94;2,88;0,2;2,88;NA;NA;10;10;3;114;325;325;"18";0;NA;NA;20;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"512";380;2001;"5";"L-ITA-2001-5-13";"Italy";"13-May-01";0;3;11;1;13;NA;NA;4;1;1;630;1;475;155;24,6;26;0;0;6,32;10,9;6,736641515;5,3;1,428571429;5,30286943;NA;NA;10;10;3;114;325;325;"13";0;NA;NA;897;8,51846153846154;2,91864035784842;5,96153846153846;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"513";380;2006;"4";"L-ITA-2006-4-9";"Italy";"9-Apr-06";0;2;9;13;NA;NA;NA;NA;0;0;630;23,73;26;0;0;0;0;0;5,69;1,5;5,697050538;5,06;0;5,06;NA;NA;10;10;3;114;325;325;"9";0;NA;NA;1049;149,484615384615;12,2263901207435;23,7307692307692;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"514";380;1994;"3";"L-ITA-1994-3-27";"Italy";"27-Mar-94";0;3;11;1;13;NA;NA;4;1;1;630;1;475;155;24,6;26;0;0;7,57;0;7,57;7,59;0;7,59;NA;NA;10;10;3;114;325;325;"27";0;NA;NA;709;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"515";380;1996;"4";"L-ITA-1996-4-21";"Italy";"21-Apr-96";0;3;11;1;13;NA;NA;4;1;1;630;1;475;155;24,6;26;0;0;7,05;1,1;7,06;6,07;0;6,07;NA;NA;10;10;3;114;325;325;"21";0;NA;NA;759;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"516";380;1968;"5";"L-ITA-1968-5-19";"Italy";"19-May-68";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;3,95;0,9;3,95;3,53;0;3,53;NA;NA;10;10;3;114;325;325;"19";0;NA;NA;270;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"517";380;1972;"5";"L-ITA-1972-5-7";"Italy";"7-May-72";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;4,07;0,5;4,07;3,55;0;3,55;NA;NA;10;10;3;114;325;325;"7";0;NA;NA;324;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"518";380;2008;"4";"L-ITA-2008-4-13";"Italy";"13-Apr-08";0;2;9;13;NA;NA;NA;NA;0;0;630;23,73;26;0;0;0;0;0;3,82;4,2;3,845605063;3,07;0;3,07;NA;NA;10;10;3;114;325;325;"13";0;NA;NA;1119;150,204615384615;12,2557992552348;23,7307692307692;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"519";380;2013;"2";"L-ITA-2013-2-24";"Italy";"24-Feb-13";0;2;9;13;NA;NA;NA;NA;0;0;630;23,73;26;0;NA;0;0;0;5,359057;0;5,359057;3,508663;0;3,508663;NA;NA;10;10;3;114;325;325;"24";0;NA;NA;1312;154,764615384615;12,4404427326609;23,7307692307692;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"520";380;1983;"6";"L-ITA-1983-6-26";"Italy";"26-Jun-83";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;4,51;0,3;4,51;4,11;0;4,11;NA;NA;10;10;3;114;325;325;"26";0;NA;NA;487;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"521";380;1979;"6";"L-ITA-1979-6-3";"Italy";"3-Jun-79";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;3,91;1,6;3,91;3,47;0;3,47;NA;NA;10;10;3;114;325;325;"3";0;NA;NA;419;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"522";380;1976;"6";"L-ITA-1976-6-20";"Italy";"20-Jun-76";0;2;9;21;13;NA;NA;NA;1;1;630;19,69;32;-99;-99;1;0;0;3,39;0,2;3,39;3,17;0,2;3,17;NA;NA;10;10;3;114;325;325;"20";0;NA;NA;374;NA;NA;NA;"Italy";95;"Italy";"1983";".1145190000000001";"325";"Italy";"325"
"523";388;1989;"12";"L-JAM-1989-12-9";"Jamaica";"9-Feb-89";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;1,97;0,1;1,97;1,6;0;1,6;NA;NA;8;8;7;60;51;51;"9";0;NA;NA;588;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"524";388;1997;"12";"L-JAM-1997-12-18";"Jamaica";"18-Dec-97";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;2,14;0;2,14;1,38;0;1,38;NA;NA;8;8;7;60;51;51;"18";0;NA;NA;790;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"525";388;2002;"10";"L-JAM-2002-10-16";"Jamaica";"16-Oct-02";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;2,02;0,5;2,020051008;1,95;0;1,95;NA;NA;8;8;7;60;51;51;"16";0;NA;NA;926;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"526";388;2011;"12";"L-JAM-2011-12-29";"Jamaica";"29-Dec-11";0;1;1;1;NA;NA;NA;NA;0;0;63;1;63;0;0;0;0;0;2;0,1;2,000002;1,8;0;1,8;NA;NA;8;8;7;60;51;51;"29";0;NA;NA;1233;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"527";388;2016;"2";"L-JAM-2016-2-25";"Jamaica";"25-Feb-16";0;1;1;1;NA;NA;NA;NA;0;0;63;1;63;0;NA;0;0;0;2,008382;0;2,008382;1,999496;0;1,999496;NA;NA;8;8;7;60;51;51;"25";0;NA;NA;1413;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"528";388;1976;"12";"L-JAM-1976-12-15";"Jamaica";"15-Dec-76";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;1,96;0;1,96;1,51;0;1,51;NA;NA;8;8;7;60;51;51;"15";0;NA;NA;375;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"529";388;2007;"9";"L-JAM-2007-9-3";"Jamaica";"3-Sep-07";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;2;0,1;2,000002;1,98;0;1,98;NA;NA;8;8;7;60;51;51;"3";0;NA;NA;1087;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"530";388;1967;"2";"L-JAM-1967-2-21";"Jamaica";"21-Feb-67";0;1;1;1;NA;NA;NA;NA;0;0;53;1;53;0;0;0;0;0;2,01;0,3;2,01;1,89;0;1,89;NA;NA;8;8;7;60;51;51;"21";0;NA;NA;259;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"531";388;1972;"2";"L-JAM-1972-2-29";"Jamaica";"29-Feb-72";0;1;1;1;NA;NA;NA;NA;0;0;53;1;53;0;0;0;0;0;1,97;0,2;1,97;1,73;0;1,73;NA;NA;8;8;7;60;51;51;"29";0;NA;NA;325;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"532";388;1962;"4";"L-JAM-1962-4-10";"Jamaica";"10-Apr-62";0;1;1;1;NA;NA;NA;NA;0;0;45;1;45;0;0;0;0;0;2,06;0,5;2,06;1,95;0;1,95;NA;NA;8;8;7;60;51;51;"10";0;NA;NA;194;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"533";388;1983;"12";"L-JAM-1983-12-15";"Jamaica";"15-Dec-83";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;1,23;6;1,23;1;0;1;NA;NA;8;8;7;60;51;51;"15";0;NA;NA;488;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"534";388;1980;"10";"L-JAM-1980-10-30";"Jamaica";"30-Oct-80";0;1;1;1;NA;NA;NA;NA;0;0;60;1;60;0;0;0;0;0;1,94;0,1;1,94;1,34;0;1,34;NA;NA;8;8;7;60;51;51;"30";0;NA;NA;441;0;0;1;"Jamaica";96;"Jamaica";"1982";".4128940000000001";"51";"Jamaica";"51"
"535";392;1947;"4";"L-JPN-1947-4-25";"Japan";"25-Apr-47";0;1;8;11;NA;NA;NA;NA;0;0;466;3,98;117;0;0;0;0;0;4,54;10,1;4,61;3,87;5,6;3,89;NA;NA;10;3;2;85;740;740;"25";0;NA;NA;14;0,672119068670793;0,819828682512873;3,98290598290598;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"536";392;1963;"11";"L-JPN-1963-11-21";"Japan";"21-Nov-63";0;1;8;11;NA;NA;NA;NA;0;0;467;3,96;118;0;0;0;0;0;2,46;3,5;2,465;2,02;0,2;2,02;NA;NA;10;3;2;85;740;740;"21";0;NA;NA;206;0,741778936694191;0,861265891983533;3,95762711864407;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"537";392;1967;"1";"L-JPN-1967-1-29";"Japan";"29-Jan-67";0;1;8;11;NA;NA;NA;NA;0;0;486;3,95;123;0;0;0;0;0;3;5,2;3,01;2,37;1;2,37;NA;NA;10;3;2;85;740;740;"29";0;NA;NA;260;0,751699320271891;0,867005951693465;3,95121951219512;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"538";392;1969;"12";"L-JPN-1969-12-27";"Japan";"27-Dec-69";0;1;8;11;NA;NA;NA;NA;0;0;486;3,95;123;0;0;0;0;0;3,22;3,9;3,22;2,33;0,6;2,33;NA;NA;10;3;2;85;740;740;"27";0;NA;NA;281;0,751699320271891;0,867005951693465;3,95121951219512;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"539";392;1976;"12";"L-JPN-1976-12-5";"Japan";"5-Dec-76";0;1;8;11;NA;NA;NA;NA;0;0;511;3,93;130;0;0;0;0;0;3,84;3,8;3,85;2,97;1;2,97;NA;NA;10;3;2;85;740;740;"5";0;NA;NA;376;0,747107930828861;0,864354054094074;3,93076923076923;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"540";392;1979;"10";"L-JPN-1979-10-7";"Japan";"7-Oct-79";0;1;8;11;NA;NA;NA;NA;0;0;511;3,93;130;0;0;0;0;0;3,62;3,1;3,63;3,09;1;3,09;NA;NA;10;3;2;85;740;740;"7";0;NA;NA;420;0,747107930828861;0,864354054094074;3,93076923076923;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"541";392;1980;"6";"L-JPN-1980-6-22";"Japan";"22-Jun-80";0;1;8;11;NA;NA;NA;NA;0;0;511;3,93;130;0;0;0;0;0;3,38;2,6;3,385;2,69;1,2;2,69;NA;NA;10;3;2;85;740;740;"22";0;NA;NA;442;0,747107930828861;0,864354054094074;3,93076923076923;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"542";392;1972;"12";"L-JPN-1972-12-10";"Japan";"10-Dec-72";0;1;8;11;NA;NA;NA;NA;0;0;491;3,96;124;0;0;0;0;0;3,25;3,2;3,255;2,48;0;2,48;NA;NA;10;3;2;85;740;740;"10";0;NA;NA;326;0,754458431681091;0,868595666395528;3,95967741935484;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"543";392;1986;"7";"L-JPN-1986-7-6";"Japan";"6-Jul-86";0;1;8;11;NA;NA;NA;NA;0;0;512;3,94;130;0;0;0;0;0;3,28;4,4;3,295;2,51;0,4;2,51;NA;NA;10;3;2;85;740;740;"6";0;NA;NA;538;0,879904591532499;0,938032297702216;3,93846153846154;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"544";392;1990;"2";"L-JPN-1990-2-18";"Japan";"18-Feb-90";0;1;8;11;NA;NA;NA;NA;0;0;512;3,94;130;0;0;0;0;0;3,29;6,2;3,335;2,52;0,4;2,52;NA;NA;10;3;2;85;740;740;"18";0;NA;NA;618;0,879904591532499;0,938032297702216;3,93846153846154;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"545";392;1993;"7";"L-JPN-1993-7-18";"Japan";"8-Jul-93";0;1;8;11;NA;NA;NA;NA;0;0;511;3,96;129;0;0;0;0;0;4,96;4,6;4,995;3,94;2,3;3,95;NA;NA;10;3;2;85;740;740;"18";0;NA;NA;685;0,975048449612403;0,987445416016705;3,96124031007752;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"546";392;1983;"12";"L-JPN-1983-12-8";"Japan";"8-Dec-83";0;1;8;11;NA;NA;NA;NA;0;0;511;3,93;130;0;0;0;0;0;3,48;2,8;3,49;3,04;0,6;3,04;NA;NA;10;3;2;85;740;740;"8";0;NA;NA;489;0,747107930828861;0,864354054094074;3,93076923076923;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"547";392;1960;"11";"L-JPN-1960-11-20";"Japan";"20-Nov-60";0;1;8;11;NA;NA;NA;NA;0;0;467;3,96;118;0;0;0;0;0;2,37;2,8;2,37;1,97;0,6;1,97;NA;NA;10;3;2;85;740;740;"20";0;NA;NA;166;0,741778936694191;0,861265891983533;3,95762711864407;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"548";392;2003;"11";"L-JPN-2003-11-9";"Japan";"9-Nov-03";0;3;12;1;25;NA;NA;2;1;1;480;1;300;180;37,5;11;0;0;3,26;-99;3,26;2,59;3,541666667;2,594220832;NA;NA;10;3;2;85;740;740;"9";0;NA;NA;958;9,65536770044601;3,10730875524883;1,54340836012862;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"549";392;2005;"9";"L-JPN-2005-9-11";"Japan";"11-Sep-05";0;3;12;1;25;NA;NA;2;1;1;480;1;300;180;37,5;11;0;0;3,22;-99;3,22;2,27;3,75;2,276297934;NA;NA;10;3;2;85;740;740;"11";0;NA;NA;1018;0;0;1;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"550";392;2009;"8";"L-JPN-2009-8-30";"Japan";"30-Aug-09";0;3;12;1;25;NA;NA;2;1;1;480;1;300;180;37,5;11;0;0;3,15;1,9;3,152170196;2,1;1,666666667;2,100612858;NA;NA;10;3;2;85;740;740;"30";0;NA;NA;1162;9,65536770044601;3,10730875524883;1,54340836012862;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"551";392;2012;"12";"L-JPN-2012-12-16";"Japan";"16-Dec-12";0;3;12;1;25;NA;NA;2;1;0;480;1;300;180;37,5;11;0;0;5,793743;0;5,793743;2,448875;0;2,448875;NA;NA;10;3;2;85;740;740;"16";0;NA;NA;1268;9,65536770044601;3,10730875524883;1,54340836012862;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"552";392;2014;"12";"L-JPN-2014-12-14";"Japan";"14-Dec-14";0;3;12;1;25;NA;NA;2;1;0;475;1;295;180;37,89;11;0;0;4,964134;0;4,964134;2,414005;0;2,414005;NA;NA;10;3;2;85;740;740;"14";0;NA;NA;1338;9,80873245473053;3,13188959810695;1,55228758169935;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"553";392;1949;"1";"L-JPN-1949-1-23";"Japan";"23-Jan-49";0;1;8;11;NA;NA;NA;NA;0;0;466;3,98;117;0;0;0;0;0;3,85;13,1;3,945;2,67;6,4;2,68;NA;NA;10;3;2;85;740;740;"23";0;NA;NA;33;0,672119068670793;0,819828682512873;3,98290598290598;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"554";392;1952;"10";"L-JPN-1952-10-1";"Japan";"1-Oct-52";0;1;8;11;NA;NA;NA;NA;0;0;466;3,98;117;0;0;0;0;0;3,37;8,1;3,41;2,96;4,1;2,97;NA;NA;10;3;2;85;740;740;"1";0;NA;NA;66;0,672119068670793;0,819828682512873;3,98290598290598;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"555";392;1953;"4";"L-JPN-1953-4-19";"Japan";"19-Apr-53";0;1;8;11;NA;NA;NA;NA;0;0;466;3,98;117;0;0;0;0;0;4,29;5,3;4,31;3,77;2,8;3,78;NA;NA;10;3;2;85;740;740;"19";0;NA;NA;80;0,672119068670793;0,819828682512873;3,98290598290598;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"556";392;1955;"2";"L-JPN-1955-2-27";"Japan";"27-Feb-55";0;1;8;11;NA;NA;NA;NA;0;0;467;3,96;118;0;0;0;0;0;3,99;5,4;4,01;3,66;2,2;3,66;NA;NA;10;3;2;85;740;740;"27";0;NA;NA;107;0,741778936694191;0,861265891983533;3,95762711864407;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"557";392;1958;"5";"L-JPN-1958-5-22";"Japan";"22-May-58";0;1;8;11;NA;NA;NA;NA;0;0;467;3,96;118;0;0;0;0;0;2,17;5,3;2,18;1,87;0,2;1,87;NA;NA;10;3;2;85;740;740;"22";0;NA;NA;142;0,741778936694191;0,861265891983533;3,95762711864407;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"558";392;2000;"6";"L-JPN-2000-6-25";"Japan";"25-Jun-00";0;3;12;1;25;NA;NA;2;1;1;480;1;300;180;37,5;11;0;0;3,76;8,2;3,8;3,16;4,3;3,17;NA;NA;10;3;2;85;740;740;"25";0;NA;NA;870;9,70698060367182;3,11560276731034;1,54340836012862;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"559";392;1996;"10";"L-JPN-1996-10-20";"Japan";"20-Oct-96";0;3;12;1;25;NA;NA;2;1;1;500;1;300;200;40;11;0;0;3,89;6,7;3,915;2,94;2;2,94;NA;NA;10;3;2;85;740;740;"20";0;NA;NA;760;11,929488642257;3,45390918268807;1,60771704180064;"Japan";97;"Japan";"1999";".0119279999999997";"740";"Japan";"740"
"560";404;2013;"3";"L-KEN-2013-3-4";"Kenya";"4-Mar-13";0;1;1;1;1;NA;NA;NA;1;0;337;1;290;47;13,95;47;0;0;7,074637;0;7,074637;5,109047;0;5,109047;NA;NA;1;1;1;22;501;501;"4";2;NA;NA;1314;0;0;1;"Kenya";101;"Kenya";"2001";".8588";"501";"Kenya";"501"
"561";404;2007;"12";"L-KEN-2007-12-27";"Kenya";"27-Dec-07";0;1;1;1;NA;NA;NA;NA;0;0;210;1;210;0;0;0;0;0;-99;-99;-99;3,52;0;3,52;NA;NA;1;1;1;22;501;501;"27";2;NA;NA;1089;0;0;1;"Kenya";101;"Kenya";"2001";".8588";"501";"Kenya";"501"
"562";404;2002;"12";"L-KEN-2002-12-27";"Kenya";"27-Dec-02";0;1;1;1;NA;NA;NA;NA;0;0;210;1;210;0;0;0;0;0;2,38;14,9;2,446385367;2,19;10;2,214517432;NA;NA;1;1;1;22;501;501;"27";2;NA;NA;928;0;0;1;"Kenya";101;"Kenya";"2001";".8588";"501";"Kenya";"501"
"563";404;1997;"12";"L-KEN-1997-12-29";"Kenya";"December 29-30, 1997";0;1;1;1;NA;NA;NA;NA;0;0;222;1;210;0;0;0;0;0;-99;-99;-99;3,16;0;3,16;NA;NA;1;1;1;22;501;501;"29";3;NA;NA;791;0;0;1;"Kenya";101;"Kenya";"2001";".8588";"501";"Kenya";"501"
"564";410;1988;"4";"L-ROK-1988-4-26";"South Korea";"26-Apr-88";0;3;12;1;13;NA;NA;2;1;0;299;1;224;75;25,08;1;0;0;4,23;6,1;4,265;3,53;3;3,55;NA;NA;3;3;2;87;732;732;"26";2;NA;NA;573;0;0;1;"Korea";104;"Korea, South";"1990";".0019979999999997";"732";"Korea, South";"732"
